ID,Cnumber,RegionID,RegionName,Type,SubType,Category,ReEst_Subsidy2009,NewData,Developed,HDI_2005,Countries,%SSFsubsidies_assessed,weighted_by_sectorsize,Data_group,%SSF_totalCatch_EEZ,%SSF_totalCatch_Country,SSF_USD_1000
586,250,1,Europe,A1,Fisheries mangt.,Good,19279.1943015675,TRUE,Developed,0.952,France,40.4329848034,TRUE,2,40.4329848034,22.1171335031,7795.1537021693
587,250,1,Europe,A2,Fishery R and D,Good,20340.5363138457,TRUE,Developed,0.952,France,22.1171335031,TRUE,3,40.4329848034,22.1171335031,4498.7435717782
588,250,1,Europe,A3,MPAs,Good,17134.7974926998,FALSE,Developed,0.952,France,40.4329848034,TRUE,3,40.4329848034,22.1171335031,6928.1100663153
589,250,1,Europe,B1,Boat constsruct.  and  renov.,Bad,116222.87949852,TRUE,Developed,0.952,France,15.9,1,2,40.4329848034,22.1171335031,18479.4378402647
590,250,1,Europe,B2,Fisheries dev. projects,Bad,11026.5117897437,TRUE,Developed,0.952,France,9.9,1,2,40.4329848034,22.1171335031,1091.6246671846
591,250,1,Europe,B3,Fishing port develop.,Bad,903.7889406369,FALSE,Developed,0.952,France,22.1171335031,TRUE,3,40.4329848034,22.1171335031,199.8922065868
592,250,1,Europe,B4,Markt.  and  storage infrast.,Bad,31165.1134861914,TRUE,Developed,0.952,France,22.1171335031,TRUE,3,40.4329848034,22.1171335031,6892.8297561311
593,250,1,Europe,B5,Tax exemption,Bad,0,FALSE,Developed,0.952,France,NaN,NaN,NaN,40.4329848034,22.1171335031,#VALUE!
594,250,1,Europe,B6,Fishing access,Bad,25195.759262684,TRUE,Developed,0.952,France,0,FALSE,3,40.4329848034,22.1171335031,0
596,250,1,Europe,C1,Fisher assistance,Ugly,128305.691431962,TRUE,Developed,0.952,France,22.1171335031,TRUE,2,40.4329848034,22.1171335031,28377.5410660723
597,250,1,Europe,C2,Vessel buyback,Ugly,39958.941507,TRUE,Developed,0.952,France,0,FALSE,2,40.4329848034,22.1171335031,0
598,250,1,Europe,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.952,France,NaN,NaN,NaN,40.4329848034,22.1171335031,#VALUE!
1509,643,1,Europe,A1,Fisheries mangt.,Good,283069.696815956,FALSE,Developing,,Russian Fed,0,FALSE,2,15.181599177,16.0689402274,0
1510,643,1,Europe,A2,Fishery R and D,Good,87610.1176997886,FALSE,Developing,,Russian Fed,16.0689402274,TRUE,2,15.181599177,16.0689402274,14078.0174462954
1511,643,1,Europe,A3,MPAs,Good,9908.1092141303,FALSE,Developing,,Russian Fed,15.2379230245,TRUE,3,15.181599177,16.0689402274,1509.790055232
1512,643,1,Europe,B1,Boat constsruct.  and  renov.,Bad,148970.969874654,FALSE,Developing,,Russian Fed,0,FALSE,2,15.181599177,16.0689402274,0
1513,643,1,Europe,B2,Fisheries dev. projects,Bad,0,FALSE,Developing,,Russian Fed,NaN,NaN,NaN,15.181599177,16.0689402274,#VALUE!
1514,643,1,Europe,B3,Fishing port develop.,Bad,350068.705855461,FALSE,Developing,,Russian Fed,3,1,2,15.181599177,16.0689402274,10502.0611756638
1515,643,1,Europe,B4,Markt.  and  storage infrast.,Bad,159260.900817116,FALSE,Developing,,Russian Fed,16.0689402274,TRUE,3,15.181599177,16.0689402274,25591.5389578513
1516,643,1,Europe,B5,Tax exemption,Bad,0,FALSE,Developing,,Russian Fed,NaN,NaN,NaN,15.181599177,16.0689402274,#VALUE!
1517,643,1,Europe,B6,Fishing access,Bad,88614.7150416291,FALSE,Developing,,Russian Fed,0,FALSE,3,15.181599177,16.0689402274,0
1519,643,1,Europe,C1,Fisher assistance,Ugly,0,FALSE,Developing,,Russian Fed,NaN,NaN,NaN,15.181599177,16.0689402274,#VALUE!
1520,643,1,Europe,C2,Vessel buyback,Ugly,139778.965303708,FALSE,Developing,,Russian Fed,0,FALSE,2,15.181599177,16.0689402274,0
1521,643,1,Europe,C3,Rural fisher communities,Ugly,0,FALSE,Developing,,Russian Fed,NaN,NaN,NaN,15.181599177,16.0689402274,#VALUE!
1886,826,1,Europe,A1,Fisheries mangt.,Good,22488.2257784821,TRUE,Developed,0.946,UK,3.6039916285,TRUE,3,3.6039916285,8.0572319794,810.4737744546
1887,826,1,Europe,A2,Fishery R and D,Good,20923.9965823756,TRUE,Developed,0.946,UK,3.6039916285,TRUE,3,3.6039916285,8.0572319794,754.0990851763
1888,826,1,Europe,A3,MPAs,Good,118893.603994316,FALSE,Developed,0.946,UK,3.6039916285,TRUE,3,3.6039916285,8.0572319794,4284.9155347765
1889,826,1,Europe,B1,Boat constsruct.  and  renov.,Bad,36330.1260537968,TRUE,Developed,0.946,UK,1.8,1,2,3.6039916285,8.0572319794,653.9422689683
1890,826,1,Europe,B2,Fisheries dev. projects,Bad,59208.9589781798,TRUE,Developed,0.946,UK,8.0572319794,TRUE,3,3.6039916285,8.0572319794,4770.6031774512
1891,826,1,Europe,B3,Fishing port develop.,Bad,3540.0730843139,FALSE,Developed,0.946,UK,8.0572319794,TRUE,3,3.6039916285,8.0572319794,285.231900643
1892,826,1,Europe,B4,Markt.  and  storage infrast.,Bad,13414.0294117261,TRUE,Developed,0.946,UK,8.0572319794,TRUE,3,3.6039916285,8.0572319794,1080.7994674858
1893,826,1,Europe,B5,Tax exemption,Bad,0,FALSE,Developed,0.946,UK,NaN,NaN,NaN,3.6039916285,8.0572319794,#VALUE!
1894,826,1,Europe,B6,Fishing access,Bad,2867.2904624899,TRUE,Developed,0.946,UK,0,FALSE,2,3.6039916285,8.0572319794,0
1896,826,1,Europe,C1,Fisher assistance,Ugly,3634.1239582721,TRUE,Developed,0.946,UK,8.0572319794,TRUE,3,3.6039916285,8.0572319794,292.8097977364
1897,826,1,Europe,C2,Vessel buyback,Ugly,43483.6803594307,FALSE,Developed,0.946,UK,0,FALSE,3,3.6039916285,8.0572319794,0
1898,826,1,Europe,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.946,UK,NaN,NaN,NaN,3.6039916285,8.0572319794,#VALUE!
1184,504,3,Africa,A1,Fisheries mangt.,Good,23968.4829369704,FALSE,Developing,0.646,Morocco,1.6,0,2,4.9667967413,8.9523692004,383.4957269915
1185,504,3,Africa,A2,Fishery R and D,Good,17050.2007506218,FALSE,Developing,0.646,Morocco,1.6,0,2,4.9667967413,8.9523692004,272.8032120099
1186,504,3,Africa,A3,MPAs,Good,3843.7470468035,FALSE,Developing,0.646,Morocco,4.9667967413,1,3,4.9667967413,8.9523692004,190.911103064
1187,504,3,Africa,B1,Boat constsruct.  and  renov.,Bad,140000,TRUE,Developing,0.646,Morocco,8.9523692004,1,2,4.9667967413,8.9523692004,12533.3168805528
1188,504,3,Africa,B2,Fisheries dev. projects,Bad,11350.3036801843,TRUE,Developing,0.646,Morocco,100,0,2,4.9667967413,8.9523692004,11350.3036801843
1189,504,3,Africa,B3,Fishing port develop.,Bad,0,FALSE,Developing,0.646,Morocco,NaN,NaN,NaN,4.9667967413,8.9523692004,#VALUE!
1190,504,3,Africa,B4,Markt.  and  storage infrast.,Bad,13095.4831688107,FALSE,Developing,0.646,Morocco,0,0,2,4.9667967413,8.9523692004,0
1191,504,3,Africa,B5,Tax exemption,Bad,0,FALSE,Developing,0.646,Morocco,NaN,NaN,NaN,4.9667967413,8.9523692004,#VALUE!
1192,504,3,Africa,B6,Fishing access,Bad,0,FALSE,Developing,0.646,Morocco,NaN,NaN,NaN,4.9667967413,8.9523692004,#VALUE!
1194,504,3,Africa,C1,Fisher assistance,Ugly,0,FALSE,Developing,0.646,Morocco,NaN,NaN,NaN,4.9667967413,8.9523692004,#VALUE!
1195,504,3,Africa,C2,Vessel buyback,Ugly,0,FALSE,Developing,0.646,Morocco,NaN,NaN,NaN,4.9667967413,8.9523692004,#VALUE!
1196,504,3,Africa,C3,Rural fisher communities,Ugly,3466.0278809046,FALSE,Developing,0.646,Morocco,100,0,2,4.9667967413,8.9523692004,3466.0278809046
27,24,3,Africa,A1,Fisheries mangt.,Good,18410.3903665446,FALSE,Developing,0.446,Angola,44.5751368891,TRUE,3,44.5751368891,46.0507018647,8206.4567076993
28,24,3,Africa,A2,Fishery R and D,Good,825.8756164522,TRUE,Developing,0.446,Angola,46.0507018647,TRUE,3,44.5751368891,46.0507018647,380.3215179053
29,24,3,Africa,A3,MPAs,Good,1037.353000144,FALSE,Developing,0.446,Angola,44.5751368891,TRUE,3,44.5751368891,46.0507018647,462.4015198371
30,24,3,Africa,B1,Boat constsruct.  and  renov.,Bad,44923.9389324589,FALSE,Developing,0.446,Angola,46.0507018647,TRUE,2,44.5751368891,46.0507018647,20687.7891836465
31,24,3,Africa,B2,Fisheries dev. projects,Bad,38847.8370157451,TRUE,Developing,0.446,Angola,46.0507018647,TRUE,3,44.5751368891,46.0507018647,17889.701604988
32,24,3,Africa,B3,Fishing port develop.,Bad,5717.0078406992,FALSE,Developing,0.446,Angola,0,FALSE,2,44.5751368891,46.0507018647,0
33,24,3,Africa,B4,Markt.  and  storage infrast.,Bad,9794.6372184383,FALSE,Developing,0.446,Angola,46.0507018647,TRUE,2,44.5751368891,46.0507018647,4510.4991841876
34,24,3,Africa,B5,Tax exemption,Bad,0,FALSE,Developing,0.446,Angola,NaN,NaN,NaN,44.5751368891,46.0507018647,#VALUE!
35,24,3,Africa,B6,Fishing access,Bad,0,FALSE,Developing,0.446,Angola,NaN,NaN,NaN,44.5751368891,46.0507018647,#VALUE!
37,24,3,Africa,C1,Fisher assistance,Ugly,825.8756164522,TRUE,Developing,0.446,Angola,46.0507018647,TRUE,3,44.5751368891,46.0507018647,380.3215179053
38,24,3,Africa,C2,Vessel buyback,Ugly,0,FALSE,Developing,0.446,Angola,NaN,NaN,NaN,44.5751368891,46.0507018647,#VALUE!
39,24,3,Africa,C3,Rural fisher communities,Ugly,2471.6445416598,FALSE,Developing,0.446,Angola,100,FALSE,1,44.5751368891,46.0507018647,2471.6445416598
898,380,1,Europe,A1,Fisheries mangt.,Good,37506.7709286655,TRUE,Developed,0.941,Italy,14.6564885496,TRUE,3,14.6564885496,11.6552003238,5497.1755864914
899,380,1,Europe,A2,Fishery R and D,Good,11333.0211206361,TRUE,Developed,0.941,Italy,11.6552003238,TRUE,3,14.6564885496,11.6552003238,1320.8863143437
900,380,1,Europe,A3,MPAs,Good,20393.256651228,FALSE,Developed,0.941,Italy,14.6564885496,TRUE,3,14.6564885496,11.6552003238,2988.9353259815
901,380,1,Europe,B1,Boat constsruct.  and  renov.,Bad,111746.533334637,TRUE,Developed,0.941,Italy,11.6552003238,TRUE,3,14.6564885496,11.6552003238,13024.2823150043
902,380,1,Europe,B2,Fisheries dev. projects,Bad,0,FALSE,Developed,0.941,Italy,NaN,NaN,NaN,14.6564885496,11.6552003238,#VALUE!
903,380,1,Europe,B3,Fishing port develop.,Bad,0,FALSE,Developed,0.941,Italy,NaN,NaN,NaN,14.6564885496,11.6552003238,#VALUE!
904,380,1,Europe,B4,Markt.  and  storage infrast.,Bad,41375.6681854651,TRUE,Developed,0.941,Italy,11.6552003238,TRUE,3,14.6564885496,11.6552003238,4822.4170123084
905,380,1,Europe,B5,Tax exemption,Bad,0,FALSE,Developed,0.941,Italy,NaN,NaN,NaN,14.6564885496,11.6552003238,#VALUE!
906,380,1,Europe,B6,Fishing access,Bad,4438.4656141741,TRUE,Developed,0.941,Italy,0,FALSE,3,14.6564885496,11.6552003238,0
908,380,1,Europe,C1,Fisher assistance,Ugly,47457.5468893319,TRUE,Developed,0.941,Italy,11.6552003238,TRUE,3,14.6564885496,11.6552003238,5531.2721586919
909,380,1,Europe,C2,Vessel buyback,Ugly,0,FALSE,Developed,0.941,Italy,NaN,NaN,NaN,14.6564885496,11.6552003238,#VALUE!
910,380,1,Europe,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.941,Italy,NaN,NaN,NaN,14.6564885496,11.6552003238,#VALUE!
326,156,2,Asia,A1,Fisheries mangt.,Good,1369776.31780666,FALSE,Developed,0.777,ChiNaN,35.5775506928,TRUE,3,35.6009699391,23.2411349005,487332.863846275
327,156,2,Asia,A2,Fishery R and D,Good,111.9804580836,FALSE,Developed,0.777,ChiNaN,23.2411349005,TRUE,3,35.6009699391,23.2411349005,26.0255293254
328,156,2,Asia,A3,MPAs,Good,4927.9867279408,FALSE,Developed,0.777,ChiNaN,35.5775506928,TRUE,3,35.6009699391,23.2411349005,1753.2569762699
329,156,2,Asia,B1,Boat constsruct.  and  renov.,Bad,6258.9456657923,TRUE,Developed,0.777,ChiNaN,0,FALSE,2,35.6009699391,23.2411349005,0
330,156,2,Asia,B2,Fisheries dev. projects,Bad,28549.0034607148,FALSE,Developed,0.777,ChiNaN,23.2411349005,TRUE,3,35.6009699391,23.2411349005,6635.1124070523
331,156,2,Asia,B3,Fishing port develop.,Bad,1231.7850389194,FALSE,Developed,0.777,ChiNaN,23.2411349005,TRUE,3,35.6009699391,23.2411349005,286.2808225794
332,156,2,Asia,B4,Markt.  and  storage infrast.,Bad,119.1380250034,FALSE,Developed,0.777,ChiNaN,23.2411349005,TRUE,3,35.6009699391,23.2411349005,27.6890291088
333,156,2,Asia,B5,Tax exemption,Bad,166399.153376631,FALSE,Developed,0.777,ChiNaN,0,FALSE,2,35.6009699391,23.2411349005,0
334,156,2,Asia,B6,Fishing access,Bad,235281.580577128,FALSE,Developed,0.777,ChiNaN,0,FALSE,2,35.6009699391,23.2411349005,0
336,156,2,Asia,C1,Fisher assistance,Ugly,7201.715724238,TRUE,Developed,0.777,ChiNaN,23.2411349005,TRUE,3,35.6009699391,23.2411349005,1673.7604666205
337,156,2,Asia,C2,Vessel buyback,Ugly,702432.809154035,FALSE,Developed,0.777,ChiNaN,0,FALSE,3,35.6009699391,23.2411349005,0
338,156,2,Asia,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.777,ChiNaN,,NaN,NaN,35.6009699391,23.2411349005,0
157,76,4,"South, Central America and Carribbean",A1,Fisheries mangt.,Good,167439.035134794,FALSE,Developing,0.8,Brazil,51.2604121,TRUE,3,51.2604121,52.3161055115,85829.9394262857
158,76,4,"South, Central America and Carribbean",A2,Fishery R and D,Good,119109.272326221,FALSE,Developing,0.8,Brazil,52.3161055115,TRUE,3,51.2604121,52.3161055115,62313.3325841339
159,76,4,"South, Central America and Carribbean",A3,MPAs,Good,31023.0498926541,FALSE,Developing,0.8,Brazil,51.2604121,TRUE,3,51.2604121,52.3161055115,15902.5432209495
160,76,4,"South, Central America and Carribbean",B1,Boat constsruct.  and  renov.,Bad,18879.5535199733,TRUE,Developing,0.8,Brazil,0,FALSE,1,51.2604121,52.3161055115,0
161,76,4,"South, Central America and Carribbean",B2,Fisheries dev. projects,Bad,5260.780979143,TRUE,Developing,0.8,Brazil,52.3161055115,TRUE,3,51.2604121,52.3161055115,2752.235727776
162,76,4,"South, Central America and Carribbean",B3,Fishing port develop.,Bad,53397.1440213145,FALSE,Developing,0.8,Brazil,52.3161055115,TRUE,2,51.2604121,52.3161055115,27935.3062063043
163,76,4,"South, Central America and Carribbean",B4,Markt.  and  storage infrast.,Bad,0,FALSE,Developing,0.8,Brazil,NaN,NaN,NaN,51.2604121,52.3161055115,#VALUE!
164,76,4,"South, Central America and Carribbean",B5,Tax exemption,Bad,103217.829745337,FALSE,Developing,0.8,Brazil,0,NaN,2,51.2604121,52.3161055115,0
165,76,4,"South, Central America and Carribbean",B6,Fishing access,Bad,0,FALSE,Developing,0.8,Brazil,0,NaN,NaN,51.2604121,52.3161055115,0
167,76,4,"South, Central America and Carribbean",C1,Fisher assistance,Ugly,46839.984789115,FALSE,Developing,0.8,Brazil,100,FALSE,1,51.2604121,52.3161055115,46839.984789115
168,76,4,"South, Central America and Carribbean",C2,Vessel buyback,Ugly,0,FALSE,Developing,0.8,Brazil,0,NaN,NaN,51.2604121,52.3161055115,0
169,76,4,"South, Central America and Carribbean",C3,Rural fisher communities,Ugly,2138.9462214,TRUE,Developing,0.8,Brazil,100,TRUE,2,51.2604121,52.3161055115,2138.9462214
274,124,6,North America,A1,Fisheries mangt.,Good,185542.139398501,FALSE,Developed,0.961,CaNaNda,3.9913314758,TRUE,3,6.1312134503,3.9913314758,7405.601810671
275,124,6,North America,A2,Fishery R and D,Good,70012.7935866921,FALSE,Developed,0.961,CaNaNda,6.1312134503,TRUE,3,6.1312134503,3.9913314758,4292.6338173127
276,124,6,North America,A3,MPAs,Good,149721.670932624,FALSE,Developed,0.961,CaNaNda,3.9913314758,TRUE,3,6.1312134503,3.9913314758,5975.8881780162
277,124,6,North America,B1,Boat constsruct.  and  renov.,Bad,54506.0104766323,FALSE,Developed,0.961,CaNaNda,0,1,3,6.1312134503,3.9913314758,0
278,124,6,North America,B2,Fisheries dev. projects,Bad,0,FALSE,Developed,0.961,CaNaNda,NaN,NaN,NaN,6.1312134503,3.9913314758,#VALUE!
279,124,6,North America,B3,Fishing port develop.,Bad,67949.4168221784,FALSE,Developed,0.961,CaNaNda,6.1312134503,TRUE,3,6.1312134503,3.9913314758,4166.1237835967
280,124,6,North America,B4,Markt.  and  storage infrast.,Bad,5692.0976712524,FALSE,Developed,0.961,CaNaNda,6.1312134503,TRUE,3,6.1312134503,3.9913314758,348.9946580236
281,124,6,North America,B5,Tax exemption,Bad,0,FALSE,Developed,0.961,CaNaNda,NaN,NaN,NaN,6.1312134503,3.9913314758,#VALUE!
282,124,6,North America,B6,Fishing access,Bad,0,FALSE,Developed,0.961,CaNaNda,NaN,NaN,NaN,6.1312134503,3.9913314758,#VALUE!
284,124,6,North America,C1,Fisher assistance,Ugly,558668.030092763,TRUE,Developed,0.961,CaNaNda,6.1312134503,TRUE,2,6.1312134503,3.9913314758,34253.1294035311
285,124,6,North America,C2,Vessel buyback,Ugly,0,FALSE,Developed,0.961,CaNaNda,NaN,NaN,NaN,6.1312134503,3.9913314758,#VALUE!
286,124,6,North America,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.961,CaNaNda,NaN,NaN,NaN,6.1312134503,3.9913314758,#VALUE!
53,32,4,"South, Central America and Carribbean",A1,Fisheries mangt.,Good,74802.9682962264,FALSE,Developing,0.869,ArgentiNaN,0,1,2,16.6850179843,17.3432015871,0
54,32,4,"South, Central America and Carribbean",A2,Fishery R and D,Good,19178.6422270054,FALSE,Developing,0.869,ArgentiNaN,17.3432015871,TRUE,3,16.6850179843,17.3432015871,3326.1905830905
55,32,4,"South, Central America and Carribbean",A3,MPAs,Good,5501.5589923572,FALSE,Developing,0.869,ArgentiNaN,16.6850179843,TRUE,3,16.6850179843,17.3432015871,917.9361072912
56,32,4,"South, Central America and Carribbean",B1,Boat constsruct.  and  renov.,Bad,11127.8376205705,FALSE,Developing,0.869,ArgentiNaN,0,1,2,16.6850179843,17.3432015871,0
57,32,4,"South, Central America and Carribbean",B2,Fisheries dev. projects,Bad,62.975537256,TRUE,Developing,0.869,ArgentiNaN,8.34,TRUE,2,16.6850179843,17.3432015871,5.2521598071
58,32,4,"South, Central America and Carribbean",B3,Fishing port develop.,Bad,0,FALSE,Developing,0.869,ArgentiNaN,NaN,NaN,NaN,16.6850179843,17.3432015871,#VALUE!
59,32,4,"South, Central America and Carribbean",B4,Markt.  and  storage infrast.,Bad,34863.6363020136,FALSE,Developing,0.869,ArgentiNaN,0,1,2,16.6850179843,17.3432015871,0
60,32,4,"South, Central America and Carribbean",B5,Tax exemption,Bad,7248.5576479133,FALSE,Developing,0.869,ArgentiNaN,17.3432015871,TRUE,3,16.6850179843,17.3432015871,1257.1319650318
61,32,4,"South, Central America and Carribbean",B6,Fishing access,Bad,0,FALSE,Developing,0.869,ArgentiNaN,NaN,NaN,NaN,16.6850179843,17.3432015871,#VALUE!
63,32,4,"South, Central America and Carribbean",C1,Fisher assistance,Ugly,8367.5222853463,FALSE,Developing,0.869,ArgentiNaN,0,1,2,16.6850179843,17.3432015871,0
64,32,4,"South, Central America and Carribbean",C2,Vessel buyback,Ugly,30598.8702446747,FALSE,Developing,0.869,ArgentiNaN,0,1,2,16.6850179843,17.3432015871,0
65,32,4,"South, Central America and Carribbean",C3,Rural fisher communities,Ugly,0,FALSE,Developing,0.869,ArgentiNaN,NaN,NaN,NaN,16.6850179843,17.3432015871,#VALUE!
66,36,5,Oceania,A1,Fisheries mangt.,Good,61780.4184904845,FALSE,Developed,0.962,Australia,19.4614919181,TRUE,3,19.4614919181,17.1461187215,12023.3911514674
67,36,5,Oceania,A2,Fishery R and D,Good,9922.3182802181,FALSE,Developed,0.962,Australia,17.1461187215,TRUE,3,19.4614919181,17.1461187215,1701.2924722475
68,36,5,Oceania,A3,MPAs,Good,72077.4075609905,TRUE,Developed,0.962,Australia,19.4614919181,TRUE,3,19.4614919181,17.1461187215,14027.3388472271
69,36,5,Oceania,B1,Boat constsruct.  and  renov.,Bad,89014.7502704617,FALSE,Developed,0.962,Australia,17.1461187215,TRUE,3,19.4614919181,17.1461187215,15262.5747609856
70,36,5,Oceania,B2,Fisheries dev. projects,Bad,0,FALSE,Developed,0.962,Australia,NaN,NaN,NaN,19.4614919181,17.1461187215,#VALUE!
71,36,5,Oceania,B3,Fishing port develop.,Bad,0,FALSE,Developed,0.962,Australia,NaN,NaN,NaN,19.4614919181,17.1461187215,#VALUE!
72,36,5,Oceania,B4,Markt.  and  storage infrast.,Bad,0,FALSE,Developed,0.962,Australia,NaN,NaN,NaN,19.4614919181,17.1461187215,#VALUE!
73,36,5,Oceania,B5,Tax exemption,Bad,0,FALSE,Developed,0.962,Australia,NaN,NaN,NaN,19.4614919181,17.1461187215,#VALUE!
74,36,5,Oceania,B6,Fishing access,Bad,0,FALSE,Developed,0.962,Australia,NaN,NaN,NaN,19.4614919181,17.1461187215,#VALUE!
76,36,5,Oceania,C1,Fisher assistance,Ugly,28262.2627115618,FALSE,Developed,0.962,Australia,100,TRUE,2,19.4614919181,17.1461187215,28262.2627115618
77,36,5,Oceania,C2,Vessel buyback,Ugly,168997.617790996,FALSE,Developed,0.962,Australia,0,1,3,19.4614919181,17.1461187215,0
78,36,5,Oceania,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.962,Australia,NaN,NaN,NaN,19.4614919181,17.1461187215,#VALUE!
313,152,4,"South, Central America and Carribbean",A1,Fisheries mangt.,Good,59616.9675740558,FALSE,Developed,0.867,Chile,0.4635615754,FALSE,1,69.3929538251,75.6159099934,276.3613541023
314,152,4,"South, Central America and Carribbean",A2,Fishery R and D,Good,5812.2790468777,FALSE,Developed,0.867,Chile,75.6159099934,TRUE,3,69.3929538251,75.6159099934,4395.0076926546
315,152,4,"South, Central America and Carribbean",A3,MPAs,Good,3787.8273811759,FALSE,Developed,0.867,Chile,69.3929538251,TRUE,3,69.3929538251,75.6159099934,2628.4853055922
316,152,4,"South, Central America and Carribbean",B1,Boat constsruct.  and  renov.,Bad,0,FALSE,Developed,0.867,Chile,NaN,NaN,NaN,69.3929538251,75.6159099934,#VALUE!
317,152,4,"South, Central America and Carribbean",B2,Fisheries dev. projects,Bad,3976.887740943,TRUE,Developed,0.867,Chile,31.3188636356,FALSE,1,69.3929538251,75.6159099934,1245.5160485271
318,152,4,"South, Central America and Carribbean",B3,Fishing port develop.,Bad,0,FALSE,Developed,0.867,Chile,NaN,NaN,NaN,69.3929538251,75.6159099934,#VALUE!
319,152,4,"South, Central America and Carribbean",B4,Markt.  and  storage infrast.,Bad,63021.5826792525,FALSE,Developed,0.867,Chile,0,1,2,69.3929538251,75.6159099934,0
320,152,4,"South, Central America and Carribbean",B5,Tax exemption,Bad,0,FALSE,Developed,0.867,Chile,NaN,NaN,NaN,69.3929538251,75.6159099934,#VALUE!
321,152,4,"South, Central America and Carribbean",B6,Fishing access,Bad,0,FALSE,Developed,0.867,Chile,NaN,NaN,NaN,69.3929538251,75.6159099934,#VALUE!
323,152,4,"South, Central America and Carribbean",C1,Fisher assistance,Ugly,0,FALSE,Developed,0.867,Chile,NaN,NaN,NaN,69.3929538251,75.6159099934,#VALUE!
324,152,4,"South, Central America and Carribbean",C2,Vessel buyback,Ugly,0,FALSE,Developed,0.867,Chile,NaN,NaN,NaN,69.3929538251,75.6159099934,#VALUE!
325,152,4,"South, Central America and Carribbean",C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.867,Chile,NaN,NaN,NaN,69.3929538251,75.6159099934,#VALUE!
807,352,1,Europe,A1,Fisheries mangt.,Good,32866.405544,TRUE,Developed,0.968,Iceland,3.5343035343,TRUE,3,3.5343035343,3.0205601151,1161.5985327401
808,352,1,Europe,A2,Fishery R and D,Good,28494.7206878506,TRUE,Developed,0.968,Iceland,3.0205601151,TRUE,3,3.5343035343,3.0205601151,860.7001679975
809,352,1,Europe,A3,MPAs,Good,5755.2777407356,FALSE,Developed,0.968,Iceland,3.5343035343,TRUE,3,3.5343035343,3.0205601151,203.4089845998
810,352,1,Europe,B1,Boat constsruct.  and  renov.,Bad,0,FALSE,Developed,0.968,Iceland,NaN,NaN,NaN,3.5343035343,3.0205601151,#VALUE!
811,352,1,Europe,B2,Fisheries dev. projects,Bad,0,FALSE,Developed,0.968,Iceland,NaN,NaN,NaN,3.5343035343,3.0205601151,#VALUE!
812,352,1,Europe,B3,Fishing port develop.,Bad,0,FALSE,Developed,0.968,Iceland,NaN,NaN,NaN,3.5343035343,3.0205601151,#VALUE!
813,352,1,Europe,B4,Markt.  and  storage infrast.,Bad,15773.511594,TRUE,Developed,0.968,Iceland,0,1,2,3.5343035343,3.0205601151,0
814,352,1,Europe,B5,Tax exemption,Bad,21838.732026,TRUE,Developed,0.968,Iceland,3.0205601151,TRUE,3,3.5343035343,3.0205601151,659.6520292141
815,352,1,Europe,B6,Fishing access,Bad,0,FALSE,Developed,0.968,Iceland,NaN,NaN,NaN,3.5343035343,3.0205601151,#VALUE!
817,352,1,Europe,C1,Fisher assistance,Ugly,28494.7206878506,TRUE,Developed,0.968,Iceland,3.0205601151,TRUE,3,3.5343035343,3.0205601151,860.7001679975
818,352,1,Europe,C2,Vessel buyback,Ugly,0,FALSE,Developed,0.968,Iceland,NaN,NaN,NaN,3.5343035343,3.0205601151,#VALUE!
819,352,1,Europe,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.968,Iceland,NaN,NaN,NaN,3.5343035343,3.0205601151,#VALUE!
937,392,2,Asia,A1,Fisheries mangt.,Good,484784.860289951,FALSE,Developed,0.953,Japan,23.5867240514,TRUE,3,23.5867240514,11.8,114344.867239726
938,392,2,Asia,A2,Fishery R and D,Good,187663.427002875,FALSE,Developed,0.953,Japan,11.8,1,2,23.5867240514,11.8,22144.2843863392
939,392,2,Asia,A3,MPAs,Good,42521.0386289486,FALSE,Developed,0.953,Japan,23.5867240514,TRUE,3,23.5867240514,11.8,10029.3200452142
940,392,2,Asia,B1,Boat constsruct.  and  renov.,Bad,173250,TRUE,Developed,0.953,Japan,74.5,1,2,23.5867240514,11.8,129071.25
941,392,2,Asia,B2,Fisheries dev. projects,Bad,152196.9362944,TRUE,Developed,0.953,Japan,27.0404714097,TRUE,2,23.5867240514,11.8,41154.769045109
942,392,2,Asia,B3,Fishing port develop.,Bad,2048628.89269219,FALSE,Developed,0.953,Japan,27.0404714097,TRUE,3,23.5867240514,11.8,553958.91001905
943,392,2,Asia,B4,Markt.  and  storage infrast.,Bad,32358.6358873588,FALSE,Developed,0.953,Japan,15.7,1,2,23.5867240514,11.8,5080.3058343153
944,392,2,Asia,B5,Tax exemption,Bad,169965.43660958,FALSE,Developed,0.953,Japan,27.0404714097,TRUE,3,23.5867240514,11.8,45959.4552927657
945,392,2,Asia,B6,Fishing access,Bad,257347.54829394,FALSE,Developed,0.953,Japan,0,1,3,23.5867240514,11.8,0
