ID,Cnumber,RegionID,RegionName,Type,SubType,Category,ReEst_Subsidy2009,NewData,Developed,HDI_2005,Countries,%SSFsubsidies_assessed,weighted_by_sectorsize,Data_group,%SSF_totalCatch_EEZ,%SSF_totalCatch_Country,%SSF_decimal,SSF_USD_1000,Comment,DocSource,SourceVisitDate,Ref,URL,User,OldComment
1398,598,5,Oceania,B4,Markt. & storage infrast.,Bad,63315.5970723857,FALSE,Developing,,Papua N Guin,0,FALSE,2,9.4004762183,15.6401944895,0.0940047622,0,,,,,,,
1399,598,5,Oceania,B5,Tax exemption,Bad,71437.7808819457,FALSE,Developing,,Papua N Guin,0,FALSE,2,9.4004762183,15.6401944895,0.0940047622,0,,,,,,,
1400,598,5,Oceania,B6,Fishing access,Bad,0,FALSE,Developing,,Papua N Guin,NA,NA,NA,9.4004762183,15.6401944895,0.0940047622,#VALUE!,,,,,,,
1402,598,5,Oceania,C1,Fisher assistance,Ugly,0,FALSE,Developing,,Papua N Guin,NA,NA,NA,9.4004762183,15.6401944895,0.0940047622,#VALUE!,,,,,,,
1403,598,5,Oceania,C2,Vessel buyback,Ugly,0,FALSE,Developing,,Papua N Guin,NA,NA,NA,9.4004762183,15.6401944895,0.0940047622,#VALUE!,,,,,,,
1404,598,5,Oceania,C3,Rural fisher communities,Ugly,16757.9596223088,FALSE,Developing,,Papua N Guin,15.6401944895,TRUE,2,9.4004762183,15.6401944895,0.0940047622,2620.9774773952,,,,,,,
1691,724,1,Europe,A1,Fisheries mangt.,Good,71933.7051541623,TRUE,Developed,0.949,Spain,5.2,1,2,7.7887835816,2.6647198394,0.0778878358,3740.5526680164,,,,,,,
1692,724,1,Europe,A2,Fishery R&D,Good,17870.5545104023,TRUE,Developed,0.949,Spain,2.6647198394,TRUE,3,7.7887835816,2.6647198394,0.0778878358,476.2002114471,,,,,,,
1693,724,1,Europe,A3,MPAs,Good,8805.2855249771,FALSE,Developed,0.949,Spain,7.7887835816,TRUE,3,7.7887835816,2.6647198394,0.0778878358,685.8246332787,,,,,,,
1694,724,1,Europe,B1,Boat constsruct. & renov.,Bad,269786.471403776,TRUE,Developed,0.949,Spain,1.1,1,2,7.7887835816,2.6647198394,0.0778878358,2967.6511854415,,,,,,,
1695,724,1,Europe,B2,Fisheries dev. projects,Bad,96718.5939406626,TRUE,Developed,0.949,Spain,1.3,1,2,7.7887835816,2.6647198394,0.0778878358,1257.3417212286,,,,,,,
1696,724,1,Europe,B3,Fishing port develop.,Bad,30764.5317591051,FALSE,Developed,0.949,Spain,0,FALSE,2,7.7887835816,2.6647198394,0.0778878358,0,,,,,,,
1697,724,1,Europe,B4,Markt. & storage infrast.,Bad,134579.278509774,TRUE,Developed,0.949,Spain,2.6647198394,TRUE,3,7.7887835816,2.6647198394,0.0778878358,3586.1607341535,,,,,,,
1698,724,1,Europe,B5,Tax exemption,Bad,0,FALSE,Developed,0.949,Spain,NA,NA,NA,7.7887835816,2.6647198394,0.0778878358,#VALUE!,,,,,,,
1699,724,1,Europe,B6,Fishing access,Bad,73609.0696395125,TRUE,Developed,0.949,Spain,0,FALSE,1,7.7887835816,2.6647198394,0.0778878358,0,,,,,,,
1701,724,1,Europe,C1,Fisher assistance,Ugly,56220.5644462051,TRUE,Developed,0.949,Spain,35.1,1,2,7.7887835816,2.6647198394,0.0778878358,19733.418120618,,,,,,,
1702,724,1,Europe,C2,Vessel buyback,Ugly,291779.755799122,FALSE,Developed,0.949,Spain,0,FALSE,3,7.7887835816,2.6647198394,0.0778878358,0,,,,,,,
1703,724,1,Europe,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.949,Spain,NA,NA,NA,7.7887835816,2.6647198394,0.0778878358,#VALUE!,,,,,,,
1431,616,1,Europe,A1,Fisheries mangt.,Good,88671.5987097804,TRUE,Developed,0.87,Poland,11.9444444444,TRUE,3,11.9444444444,3.7489102005,0.1194444444,10591.3298458904,,,,,,,
1432,616,1,Europe,A2,Fishery R&D,Good,1430.8668490139,TRUE,Developed,0.87,Poland,3.7489102005,TRUE,3,11.9444444444,3.7489102005,0.1194444444,53.6419132586,,,,,,,
1433,616,1,Europe,A3,MPAs,Good,1864.8765789735,FALSE,Developed,0.87,Poland,11.9444444444,TRUE,3,11.9444444444,3.7489102005,0.1194444444,222.7491469329,,,,,,,
1434,616,1,Europe,B1,Boat constsruct. & renov.,Bad,213806.237020561,TRUE,Developed,0.87,Poland,3.7489102005,TRUE,3,11.9444444444,3.7489102005,0.1194444444,8015.4038290184,,,,,,,
1435,616,1,Europe,B2,Fisheries dev. projects,Bad,0,TRUE,Developed,0.87,Poland,NA,NA,NA,11.9444444444,3.7489102005,0.1194444444,#VALUE!,,,,,,,
1436,616,1,Europe,B3,Fishing port develop.,Bad,760.61494741,TRUE,Developed,0.87,Poland,3.7489102005,TRUE,3,11.9444444444,3.7489102005,0.1194444444,28.5147713502,,,,,,,
1437,616,1,Europe,B4,Markt. & storage infrast.,Bad,45130.6517707899,TRUE,Developed,0.87,Poland,3.7489102005,TRUE,3,11.9444444444,3.7489102005,0.1194444444,1691.9076077977,,,,,,,
1438,616,1,Europe,B5,Tax exemption,Bad,0,FALSE,Developed,0.87,Poland,NA,NA,NA,11.9444444444,3.7489102005,0.1194444444,#VALUE!,,,,,,,
1439,616,1,Europe,B6,Fishing access,Bad,2164.3597580229,TRUE,Developed,0.87,Poland,0,NA,NA,11.9444444444,3.7489102005,0.1194444444,0,,,,,,,
1441,616,1,Europe,C1,Fisher assistance,Ugly,441.4349256408,TRUE,Developed,0.87,Poland,3.7489102005,TRUE,3,11.9444444444,3.7489102005,0.1194444444,16.548998956,,,,,,,
1442,616,1,Europe,C2,Vessel buyback,Ugly,38865.3609637,TRUE,Developed,0.87,Poland,0,FALSE,2,11.9444444444,3.7489102005,0.1194444444,0,,,,,,,
1443,616,1,Europe,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.87,Poland,NA,NA,NA,11.9444444444,3.7489102005,0.1194444444,#VALUE!,,,,,,,
586,250,1,Europe,A1,Fisheries mangt.,Good,19279.1943015675,TRUE,Developed,0.952,France,40.4329848034,TRUE,2,40.4329848034,22.1171335031,0.404329848,7795.1537021693,,,,,,,
587,250,1,Europe,A2,Fishery R&D,Good,20340.5363138457,TRUE,Developed,0.952,France,22.1171335031,TRUE,3,40.4329848034,22.1171335031,0.404329848,4498.7435717782,,,,,,,
588,250,1,Europe,A3,MPAs,Good,17134.7974926998,FALSE,Developed,0.952,France,40.4329848034,TRUE,3,40.4329848034,22.1171335031,0.404329848,6928.1100663153,,,,,,,
589,250,1,Europe,B1,Boat constsruct. & renov.,Bad,116222.87949852,TRUE,Developed,0.952,France,15.9,1,2,40.4329848034,22.1171335031,0.404329848,18479.4378402647,,,,,,,
590,250,1,Europe,B2,Fisheries dev. projects,Bad,11026.5117897437,TRUE,Developed,0.952,France,9.9,1,2,40.4329848034,22.1171335031,0.404329848,1091.6246671846,,,,,,,
591,250,1,Europe,B3,Fishing port develop.,Bad,903.7889406369,FALSE,Developed,0.952,France,22.1171335031,TRUE,3,40.4329848034,22.1171335031,0.404329848,199.8922065868,,,,,,,
592,250,1,Europe,B4,Markt. & storage infrast.,Bad,31165.1134861914,TRUE,Developed,0.952,France,22.1171335031,TRUE,3,40.4329848034,22.1171335031,0.404329848,6892.8297561311,,,,,,,
593,250,1,Europe,B5,Tax exemption,Bad,0,FALSE,Developed,0.952,France,NA,NA,NA,40.4329848034,22.1171335031,0.404329848,#VALUE!,,,,,,,
594,250,1,Europe,B6,Fishing access,Bad,25195.759262684,TRUE,Developed,0.952,France,0,FALSE,3,40.4329848034,22.1171335031,0.404329848,0,,,,,,,
596,250,1,Europe,C1,Fisher assistance,Ugly,128305.691431962,TRUE,Developed,0.952,France,22.1171335031,TRUE,2,40.4329848034,22.1171335031,0.404329848,28377.5410660723,,,,,,,
597,250,1,Europe,C2,Vessel buyback,Ugly,39958.941507,TRUE,Developed,0.952,France,0,FALSE,2,40.4329848034,22.1171335031,0.404329848,0,,,,,,,
598,250,1,Europe,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.952,France,NA,NA,NA,40.4329848034,22.1171335031,0.404329848,#VALUE!,,,,,,,
1509,643,1,Europe,A1,Fisheries mangt.,Good,283069.696815956,FALSE,Developing,,Russian Fed,0,FALSE,2,15.181599177,16.0689402274,0.1518159918,0,,,,,,,
1510,643,1,Europe,A2,Fishery R&D,Good,87610.1176997886,FALSE,Developing,,Russian Fed,16.0689402274,TRUE,2,15.181599177,16.0689402274,0.1518159918,14078.0174462954,,,,,,,
1511,643,1,Europe,A3,MPAs,Good,9908.1092141303,FALSE,Developing,,Russian Fed,15.2379230245,TRUE,3,15.181599177,16.0689402274,0.1518159918,1509.790055232,,,,,,,
1512,643,1,Europe,B1,Boat constsruct. & renov.,Bad,148970.969874654,FALSE,Developing,,Russian Fed,0,FALSE,2,15.181599177,16.0689402274,0.1518159918,0,,,,,,,
1513,643,1,Europe,B2,Fisheries dev. projects,Bad,0,FALSE,Developing,,Russian Fed,NA,NA,NA,15.181599177,16.0689402274,0.1518159918,#VALUE!,,,,,,,
1514,643,1,Europe,B3,Fishing port develop.,Bad,350068.705855461,FALSE,Developing,,Russian Fed,3,1,2,15.181599177,16.0689402274,0.1518159918,10502.0611756638,,,,,,,
1515,643,1,Europe,B4,Markt. & storage infrast.,Bad,159260.900817116,FALSE,Developing,,Russian Fed,16.0689402274,TRUE,3,15.181599177,16.0689402274,0.1518159918,25591.5389578513,,,,,,,
1516,643,1,Europe,B5,Tax exemption,Bad,0,FALSE,Developing,,Russian Fed,NA,NA,NA,15.181599177,16.0689402274,0.1518159918,#VALUE!,,,,,,,
1517,643,1,Europe,B6,Fishing access,Bad,88614.7150416291,FALSE,Developing,,Russian Fed,0,FALSE,3,15.181599177,16.0689402274,0.1518159918,0,,,,,,,
1519,643,1,Europe,C1,Fisher assistance,Ugly,0,FALSE,Developing,,Russian Fed,NA,NA,NA,15.181599177,16.0689402274,0.1518159918,#VALUE!,,,,,,,
1520,643,1,Europe,C2,Vessel buyback,Ugly,139778.965303708,FALSE,Developing,,Russian Fed,0,FALSE,2,15.181599177,16.0689402274,0.1518159918,0,,,,,,,
1521,643,1,Europe,C3,Rural fisher communities,Ugly,0,FALSE,Developing,,Russian Fed,NA,NA,NA,15.181599177,16.0689402274,0.1518159918,#VALUE!,,,,,,,
1886,826,1,Europe,A1,Fisheries mangt.,Good,22488.2257784821,TRUE,Developed,0.946,UK,3.6039916285,TRUE,3,3.6039916285,8.0572319794,0.0360399163,810.4737744546,,,,,,,
1887,826,1,Europe,A2,Fishery R&D,Good,20923.9965823756,TRUE,Developed,0.946,UK,3.6039916285,TRUE,3,3.6039916285,8.0572319794,0.0360399163,754.0990851763,,,,,,,
1888,826,1,Europe,A3,MPAs,Good,118893.603994316,FALSE,Developed,0.946,UK,3.6039916285,TRUE,3,3.6039916285,8.0572319794,0.0360399163,4284.9155347765,,,,,,,
1889,826,1,Europe,B1,Boat constsruct. & renov.,Bad,36330.1260537968,TRUE,Developed,0.946,UK,1.8,1,2,3.6039916285,8.0572319794,0.0360399163,653.9422689683,,,,,,,
1890,826,1,Europe,B2,Fisheries dev. projects,Bad,59208.9589781798,TRUE,Developed,0.946,UK,8.0572319794,TRUE,3,3.6039916285,8.0572319794,0.0360399163,4770.6031774512,,,,,,,
1891,826,1,Europe,B3,Fishing port develop.,Bad,3540.0730843139,FALSE,Developed,0.946,UK,8.0572319794,TRUE,3,3.6039916285,8.0572319794,0.0360399163,285.231900643,,,,,,,
1892,826,1,Europe,B4,Markt. & storage infrast.,Bad,13414.0294117261,TRUE,Developed,0.946,UK,8.0572319794,TRUE,3,3.6039916285,8.0572319794,0.0360399163,1080.7994674858,,,,,,,
1893,826,1,Europe,B5,Tax exemption,Bad,0,FALSE,Developed,0.946,UK,NA,NA,NA,3.6039916285,8.0572319794,0.0360399163,#VALUE!,,,,,,,
1894,826,1,Europe,B6,Fishing access,Bad,2867.2904624899,TRUE,Developed,0.946,UK,0,FALSE,2,3.6039916285,8.0572319794,0.0360399163,0,,,,,,,
1896,826,1,Europe,C1,Fisher assistance,Ugly,3634.1239582721,TRUE,Developed,0.946,UK,8.0572319794,TRUE,3,3.6039916285,8.0572319794,0.0360399163,292.8097977364,,,,,,,
1897,826,1,Europe,C2,Vessel buyback,Ugly,43483.6803594307,FALSE,Developed,0.946,UK,0,FALSE,3,3.6039916285,8.0572319794,0.0360399163,0,,,,,,,
1898,826,1,Europe,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.946,UK,NA,NA,NA,3.6039916285,8.0572319794,0.0360399163,#VALUE!,,,,,,,
1184,504,3,Africa,A1,Fisheries mangt.,Good,23968.4829369704,FALSE,Developing,0.646,Morocco,1.6,0,2,4.9667967413,8.9523692004,0.0496679674,383.4957269915,,,,,,,
1185,504,3,Africa,A2,Fishery R&D,Good,17050.2007506218,FALSE,Developing,0.646,Morocco,1.6,0,2,4.9667967413,8.9523692004,0.0496679674,272.8032120099,,,,,,,
1186,504,3,Africa,A3,MPAs,Good,3843.7470468035,FALSE,Developing,0.646,Morocco,4.9667967413,1,3,4.9667967413,8.9523692004,0.0496679674,190.911103064,,,,,,,
1187,504,3,Africa,B1,Boat constsruct. & renov.,Bad,140000,TRUE,Developing,0.646,Morocco,8.9523692004,1,2,4.9667967413,8.9523692004,0.0496679674,12533.3168805528,,,,,,,
1188,504,3,Africa,B2,Fisheries dev. projects,Bad,11350.3036801843,TRUE,Developing,0.646,Morocco,100,0,2,4.9667967413,8.9523692004,0.0496679674,11350.3036801843,Check,,,,,,
1189,504,3,Africa,B3,Fishing port develop.,Bad,0,FALSE,Developing,0.646,Morocco,NA,NA,NA,4.9667967413,8.9523692004,0.0496679674,#VALUE!,,,,,,,
1190,504,3,Africa,B4,Markt. & storage infrast.,Bad,13095.4831688107,FALSE,Developing,0.646,Morocco,0,0,2,4.9667967413,8.9523692004,0.0496679674,0,,,,,,,
1191,504,3,Africa,B5,Tax exemption,Bad,0,FALSE,Developing,0.646,Morocco,NA,NA,NA,4.9667967413,8.9523692004,0.0496679674,#VALUE!,,,,,,,
1192,504,3,Africa,B6,Fishing access,Bad,0,FALSE,Developing,0.646,Morocco,NA,NA,NA,4.9667967413,8.9523692004,0.0496679674,#VALUE!,,,,,,,
1194,504,3,Africa,C1,Fisher assistance,Ugly,0,FALSE,Developing,0.646,Morocco,NA,NA,NA,4.9667967413,8.9523692004,0.0496679674,#VALUE!,,,,,,,
1195,504,3,Africa,C2,Vessel buyback,Ugly,0,FALSE,Developing,0.646,Morocco,NA,NA,NA,4.9667967413,8.9523692004,0.0496679674,#VALUE!,,,,,,,
1196,504,3,Africa,C3,Rural fisher communities,Ugly,3466.0278809046,FALSE,Developing,0.646,Morocco,100,0,2,4.9667967413,8.9523692004,0.0496679674,3466.0278809046,,,,,,,
27,24,3,Africa,A1,Fisheries mangt.,Good,18410.3903665446,FALSE,Developing,0.446,Angola,44.5751368891,TRUE,3,44.5751368891,46.0507018647,0.4457513689,8206.4567076993,,,,,,,
28,24,3,Africa,A2,Fishery R&D,Good,825.8756164522,TRUE,Developing,0.446,Angola,46.0507018647,TRUE,3,44.5751368891,46.0507018647,0.4457513689,380.3215179053,,,,,,,
29,24,3,Africa,A3,MPAs,Good,1037.353000144,FALSE,Developing,0.446,Angola,44.5751368891,TRUE,3,44.5751368891,46.0507018647,0.4457513689,462.4015198371,,,,,,,
30,24,3,Africa,B1,Boat constsruct. & renov.,Bad,44923.9389324589,FALSE,Developing,0.446,Angola,46.0507018647,TRUE,2,44.5751368891,46.0507018647,0.4457513689,20687.7891836465,,,,,,,
31,24,3,Africa,B2,Fisheries dev. projects,Bad,38847.8370157451,TRUE,Developing,0.446,Angola,46.0507018647,TRUE,3,44.5751368891,46.0507018647,0.4457513689,17889.701604988,,,,,,,
32,24,3,Africa,B3,Fishing port develop.,Bad,5717.0078406992,FALSE,Developing,0.446,Angola,0,FALSE,2,44.5751368891,46.0507018647,0.4457513689,0,,,,,,,
33,24,3,Africa,B4,Markt. & storage infrast.,Bad,9794.6372184383,FALSE,Developing,0.446,Angola,46.0507018647,TRUE,2,44.5751368891,46.0507018647,0.4457513689,4510.4991841876,,,,,,,
34,24,3,Africa,B5,Tax exemption,Bad,0,FALSE,Developing,0.446,Angola,NA,NA,NA,44.5751368891,46.0507018647,0.4457513689,#VALUE!,,,,,,,
35,24,3,Africa,B6,Fishing access,Bad,0,FALSE,Developing,0.446,Angola,NA,NA,NA,44.5751368891,46.0507018647,0.4457513689,#VALUE!,,,,,,,
37,24,3,Africa,C1,Fisher assistance,Ugly,825.8756164522,TRUE,Developing,0.446,Angola,46.0507018647,TRUE,3,44.5751368891,46.0507018647,0.4457513689,380.3215179053,,,,,,,
38,24,3,Africa,C2,Vessel buyback,Ugly,0,FALSE,Developing,0.446,Angola,NA,NA,NA,44.5751368891,46.0507018647,0.4457513689,#VALUE!,,,,,,,
39,24,3,Africa,C3,Rural fisher communities,Ugly,2471.6445416598,FALSE,Developing,0.446,Angola,100,FALSE,1,44.5751368891,46.0507018647,0.4457513689,2471.6445416598,,,,,,,
898,380,1,Europe,A1,Fisheries mangt.,Good,37506.7709286655,TRUE,Developed,0.941,Italy,14.6564885496,TRUE,3,14.6564885496,11.6552003238,0.1465648855,5497.1755864914,,,,,,,
899,380,1,Europe,A2,Fishery R&D,Good,11333.0211206361,TRUE,Developed,0.941,Italy,11.6552003238,TRUE,3,14.6564885496,11.6552003238,0.1465648855,1320.8863143437,,,,,,,
900,380,1,Europe,A3,MPAs,Good,20393.256651228,FALSE,Developed,0.941,Italy,14.6564885496,TRUE,3,14.6564885496,11.6552003238,0.1465648855,2988.9353259815,,,,,,,
901,380,1,Europe,B1,Boat constsruct. & renov.,Bad,111746.533334637,TRUE,Developed,0.941,Italy,11.6552003238,TRUE,3,14.6564885496,11.6552003238,0.1465648855,13024.2823150043,,,,,,,
902,380,1,Europe,B2,Fisheries dev. projects,Bad,0,FALSE,Developed,0.941,Italy,NA,NA,NA,14.6564885496,11.6552003238,0.1465648855,#VALUE!,,,,,,,
903,380,1,Europe,B3,Fishing port develop.,Bad,0,FALSE,Developed,0.941,Italy,NA,NA,NA,14.6564885496,11.6552003238,0.1465648855,#VALUE!,,,,,,,
904,380,1,Europe,B4,Markt. & storage infrast.,Bad,41375.6681854651,TRUE,Developed,0.941,Italy,11.6552003238,TRUE,3,14.6564885496,11.6552003238,0.1465648855,4822.4170123084,,,,,,,
905,380,1,Europe,B5,Tax exemption,Bad,0,FALSE,Developed,0.941,Italy,NA,NA,NA,14.6564885496,11.6552003238,0.1465648855,#VALUE!,,,,,,,
906,380,1,Europe,B6,Fishing access,Bad,4438.4656141741,TRUE,Developed,0.941,Italy,0,FALSE,3,14.6564885496,11.6552003238,0.1465648855,0,,,,,,,
908,380,1,Europe,C1,Fisher assistance,Ugly,47457.5468893319,TRUE,Developed,0.941,Italy,11.6552003238,TRUE,3,14.6564885496,11.6552003238,0.1465648855,5531.2721586919,,,,,,,
909,380,1,Europe,C2,Vessel buyback,Ugly,0,FALSE,Developed,0.941,Italy,NA,NA,NA,14.6564885496,11.6552003238,0.1465648855,#VALUE!,,,,,,,
910,380,1,Europe,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.941,Italy,NA,NA,NA,14.6564885496,11.6552003238,0.1465648855,#VALUE!,,,,,,,
326,156,2,Asia,A1,Fisheries mangt.,Good,1369776.31780666,FALSE,Developed,0.777,China,35.5775506928,TRUE,3,35.6009699391,23.2411349005,0.3560096994,487332.863846275,,,,,,,
327,156,2,Asia,A2,Fishery R&D,Good,111.9804580836,FALSE,Developed,0.777,China,23.2411349005,TRUE,3,35.6009699391,23.2411349005,0.3560096994,26.0255293254,,,,,,,
328,156,2,Asia,A3,MPAs,Good,4927.9867279408,FALSE,Developed,0.777,China,35.5775506928,TRUE,3,35.6009699391,23.2411349005,0.3560096994,1753.2569762699,,,,,,,
329,156,2,Asia,B1,Boat constsruct. & renov.,Bad,6258.9456657923,TRUE,Developed,0.777,China,0,FALSE,2,35.6009699391,23.2411349005,0.3560096994,0,,,,,,,
330,156,2,Asia,B2,Fisheries dev. projects,Bad,28549.0034607148,FALSE,Developed,0.777,China,23.2411349005,TRUE,3,35.6009699391,23.2411349005,0.3560096994,6635.1124070523,,,,,,,
331,156,2,Asia,B3,Fishing port develop.,Bad,1231.7850389194,FALSE,Developed,0.777,China,23.2411349005,TRUE,3,35.6009699391,23.2411349005,0.3560096994,286.2808225794,,,,,,,
332,156,2,Asia,B4,Markt. & storage infrast.,Bad,119.1380250034,FALSE,Developed,0.777,China,23.2411349005,TRUE,3,35.6009699391,23.2411349005,0.3560096994,27.6890291088,,,,,,,
333,156,2,Asia,B5,Tax exemption,Bad,166399.153376631,FALSE,Developed,0.777,China,0,FALSE,2,35.6009699391,23.2411349005,0.3560096994,0,,,,,,,
334,156,2,Asia,B6,Fishing access,Bad,235281.580577128,FALSE,Developed,0.777,China,0,FALSE,2,35.6009699391,23.2411349005,0.3560096994,0,,,,,,,
336,156,2,Asia,C1,Fisher assistance,Ugly,7201.715724238,TRUE,Developed,0.777,China,23.2411349005,TRUE,3,35.6009699391,23.2411349005,0.3560096994,1673.7604666205,,,,,,,
337,156,2,Asia,C2,Vessel buyback,Ugly,702432.809154035,FALSE,Developed,0.777,China,0,FALSE,3,35.6009699391,23.2411349005,0.3560096994,0,,,,,,,
338,156,2,Asia,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.777,China,,NA,NA,35.6009699391,23.2411349005,0.3560096994,0,,,,,,,
157,76,4,"South, Central America and Carribbean",A1,Fisheries mangt.,Good,167439.035134794,FALSE,Developing,0.8,Brazil,51.2604121,TRUE,3,51.2604121,52.3161055115,0.512604121,85829.9394262857,,,,,,,
158,76,4,"South, Central America and Carribbean",A2,Fishery R&D,Good,119109.272326221,FALSE,Developing,0.8,Brazil,52.3161055115,TRUE,3,51.2604121,52.3161055115,0.512604121,62313.3325841339,,,,,,,
159,76,4,"South, Central America and Carribbean",A3,MPAs,Good,31023.0498926541,FALSE,Developing,0.8,Brazil,51.2604121,TRUE,3,51.2604121,52.3161055115,0.512604121,15902.5432209495,,,,,,,
160,76,4,"South, Central America and Carribbean",B1,Boat constsruct. & renov.,Bad,18879.5535199733,TRUE,Developing,0.8,Brazil,0,FALSE,1,51.2604121,52.3161055115,0.512604121,0,,,,,,,
161,76,4,"South, Central America and Carribbean",B2,Fisheries dev. projects,Bad,5260.780979143,TRUE,Developing,0.8,Brazil,52.3161055115,TRUE,3,51.2604121,52.3161055115,0.512604121,2752.235727776,,,,,,,
162,76,4,"South, Central America and Carribbean",B3,Fishing port develop.,Bad,53397.1440213145,FALSE,Developing,0.8,Brazil,52.3161055115,TRUE,2,51.2604121,52.3161055115,0.512604121,27935.3062063043,,,,,,,
163,76,4,"South, Central America and Carribbean",B4,Markt. & storage infrast.,Bad,0,FALSE,Developing,0.8,Brazil,NA,NA,NA,51.2604121,52.3161055115,0.512604121,#VALUE!,,,,,,,
164,76,4,"South, Central America and Carribbean",B5,Tax exemption,Bad,103217.829745337,FALSE,Developing,0.8,Brazil,0,NA,2,51.2604121,52.3161055115,0.512604121,0,,,,,,,
165,76,4,"South, Central America and Carribbean",B6,Fishing access,Bad,0,FALSE,Developing,0.8,Brazil,0,NA,NA,51.2604121,52.3161055115,0.512604121,0,,,,,,,
167,76,4,"South, Central America and Carribbean",C1,Fisher assistance,Ugly,46839.984789115,FALSE,Developing,0.8,Brazil,100,FALSE,1,51.2604121,52.3161055115,0.512604121,46839.984789115,,,,,,,
168,76,4,"South, Central America and Carribbean",C2,Vessel buyback,Ugly,0,FALSE,Developing,0.8,Brazil,0,NA,NA,51.2604121,52.3161055115,0.512604121,0,,,,,,,
169,76,4,"South, Central America and Carribbean",C3,Rural fisher communities,Ugly,2138.9462214,TRUE,Developing,0.8,Brazil,100,TRUE,2,51.2604121,52.3161055115,0.512604121,2138.9462214,,,,,,,
274,124,6,North America,A1,Fisheries mangt.,Good,185542.139398501,FALSE,Developed,0.961,Canada,3.9913314758,TRUE,3,6.1312134503,3.9913314758,0.0613121345,7405.601810671,,,,,,,
275,124,6,North America,A2,Fishery R&D,Good,70012.7935866921,FALSE,Developed,0.961,Canada,6.1312134503,TRUE,3,6.1312134503,3.9913314758,0.0613121345,4292.6338173127,,,,,,,
276,124,6,North America,A3,MPAs,Good,149721.670932624,FALSE,Developed,0.961,Canada,3.9913314758,TRUE,3,6.1312134503,3.9913314758,0.0613121345,5975.8881780162,,,,,,,
277,124,6,North America,B1,Boat constsruct. & renov.,Bad,54506.0104766323,FALSE,Developed,0.961,Canada,0,1,3,6.1312134503,3.9913314758,0.0613121345,0,,,,,,,
278,124,6,North America,B2,Fisheries dev. projects,Bad,0,FALSE,Developed,0.961,Canada,NA,NA,NA,6.1312134503,3.9913314758,0.0613121345,#VALUE!,,,,,,,
279,124,6,North America,B3,Fishing port develop.,Bad,67949.4168221784,FALSE,Developed,0.961,Canada,6.1312134503,TRUE,3,6.1312134503,3.9913314758,0.0613121345,4166.1237835967,,,,,,,
280,124,6,North America,B4,Markt. & storage infrast.,Bad,5692.0976712524,FALSE,Developed,0.961,Canada,6.1312134503,TRUE,3,6.1312134503,3.9913314758,0.0613121345,348.9946580236,,,,,,,
281,124,6,North America,B5,Tax exemption,Bad,0,FALSE,Developed,0.961,Canada,NA,NA,NA,6.1312134503,3.9913314758,0.0613121345,#VALUE!,,,,,,,
282,124,6,North America,B6,Fishing access,Bad,0,FALSE,Developed,0.961,Canada,NA,NA,NA,6.1312134503,3.9913314758,0.0613121345,#VALUE!,,,,,,,
284,124,6,North America,C1,Fisher assistance,Ugly,558668.030092763,TRUE,Developed,0.961,Canada,6.1312134503,TRUE,2,6.1312134503,3.9913314758,0.0613121345,34253.1294035311,,,,,,,
285,124,6,North America,C2,Vessel buyback,Ugly,0,FALSE,Developed,0.961,Canada,NA,NA,NA,6.1312134503,3.9913314758,0.0613121345,#VALUE!,,,,,,,
286,124,6,North America,C3,Rural fisher communities,Ugly,0,FALSE,Developed,0.961,Canada,NA,NA,NA,6.1312134503,3.9913314758,0.0613121345,#VALUE!,,,,,,,
53,32,4,"South, Central America and Carribbean",A1,Fisheries mangt.,Good,74802.9682962264,FALSE,Developing,0.869,Argentina,0,1,2,16.6850179843,17.3432015871,0.1668501798,0,,,,,,,
54,32,4,"South, Central America and Carribbean",A2,Fishery R&D,Good,19178.6422270054,FALSE,Developing,0.869,Argentina,17.3432015871,TRUE,3,16.6850179843,17.3432015871,0.1668501798,3326.1905830905,,,,,,,
55,32,4,"South, Central America and Carribbean",A3,MPAs,Good,5501.5589923572,FALSE,Developing,0.869,Argentina,16.6850179843,TRUE,3,16.6850179843,17.3432015871,0.1668501798,917.9361072912,,,,,,,
56,32,4,"South, Central America and Carribbean",B1,Boat constsruct. & renov.,Bad,11127.8376205705,FALSE,Developing,0.869,Argentina,0,1,2,16.6850179843,17.3432015871,0.1668501798,0,,,,,,,
57,32,4,"South, Central America and Carribbean",B2,Fisheries dev. projects,Bad,62.975537256,TRUE,Developing,0.869,Argentina,8.34,TRUE,2,16.6850179843,17.3432015871,0.1668501798,5.2521598071,,,,,,,
58,32,4,"South, Central America and Carribbean",B3,Fishing port develop.,Bad,0,FALSE,Developing,0.869,Argentina,NA,NA,NA,16.6850179843,17.3432015871,0.1668501798,#VALUE!,,,,,,,
59,32,4,"South, Central America and Carribbean",B4,Markt. & storage infrast.,Bad,34863.6363020136,FALSE,Developing,0.869,Argentina,0,1,2,16.6850179843,17.3432015871,0.1668501798,0,,,,,,,
